Maximum CNC 25 LB,"-0.09207",N
Time at Maximum CNC 25 LB,"0.00000",s
Extension at Maximum CNC 25 LB,"-0.00254",mm
Rate 1,"0.14700",mm/s
Start date,"9/14/2021"
Specimen label,""

Time,Extension,CNC 25 LB
(s),(mm),(N)
"196.02500","28.80950","-9.49364"
"196.05000","28.81323","-9.49430"
"196.07500","28.81688","-9.49349"
"196.10000","28.82047","-9.49347"
"196.12500","28.82416","-9.49390"
"196.15000","28.82787","-9.49305"
"196.17500","28.83163","-9.49335"
"196.20000","28.83532","-9.49327"
"196.22500","28.83894","-9.49337"
"196.25000","28.84258","-9.49272"
"196.27500","28.84627","-9.49257"
"196.30000","28.85007","-9.49292"
"196.32500","28.85395","-9.49185"
"196.35000","28.85784","-9.49270"
"196.37500","28.86230","-9.49188"
"196.40000","28.86642","-9.49225"
"196.42500","28.86995","-9.49217"
"196.45000","28.87304","-9.49136"
"196.47500","28.87620","-9.49176"
"196.50000","28.87946","-9.49126"
"196.52500","28.88287","-9.49176"
"196.55000","28.88647","-9.49157"
"196.57500","28.89014","-9.49099"
"196.60000","28.89382","-9.49168"
"196.62500","28.89745","-9.49018"
"196.65000","28.90107","-9.49047"
"196.67500","28.90469","-9.49043"
"196.70000","28.90835","-9.49089"
"196.72500","28.91210","-9.49027"
"196.75000","28.91582","-9.49051"
"196.77500","28.91945","-9.49029"
"196.80000","28.92307","-9.48976"
"196.82500","28.92681","-9.49088"
"196.85000","28.93056","-9.49029"
"196.87500","28.93431","-9.48980"
"196.90000","28.93797","-9.48944"
"196.92500","28.94160","-9.48978"
"196.95000","28.94527","-9.48955"
"196.97500","28.94897","-9.48988"
"197.00000","28.95270","-9.48973"
"197.02500","28.95640","-9.48830"
"197.05000","28.96002","-9.48819"
"197.07500","28.96364","-9.48847"
"197.10000","28.96737","-9.48847"
"197.12500","28.97108","-9.48935"
"197.15000","28.97475","-9.48848"
"197.17500","28.97838","-9.48781"
"197.20000","28.98201","-9.48753"
"197.22500","28.98566","-9.48812"
"197.25000","28.98938","-9.48745"
"197.27500","28.99313","-9.48745"
"197.30000","28.99683","-9.48704"
"197.32500","29.00043","-9.48675"
"197.35000","29.00404","-9.48587"
"197.37500","29.00776","-9.48578"
"197.40000","29.01143","-9.48507"
"197.42500","29.01515","-9.48615"
"197.45000","29.01882","-9.48549"
"197.47500","29.02244","-9.48493"
"197.50000","29.02607","-9.48537"
"197.52500","29.02975","-9.48514"
"197.55000","29.03350","-9.48498"
"197.57500","29.03725","-9.48429"
"197.60000","29.04092","-9.48507"
"197.62500","29.04453","-9.48408"
"197.65000","29.04822","-9.48440"
"197.67500","29.05191","-9.48456"
"197.70000","29.05564","-9.48427"
"197.72500","29.05935","-9.48459"
"197.75000","29.06293","-9.48352"
"197.77500","29.06657","-9.48443"
"197.80000","29.07026","-9.48345"
"197.82500","29.07404","-9.48424"
"197.85000","29.07776","-9.48427"
"197.87500","29.08137","-9.48353"
"197.90000","29.08498","-9.48427"
"197.92500","29.08870","-9.48309"
"197.95000","29.09251","-9.48336"
"197.97500","29.09624","-9.48361"
"198.00000","29.09987","-9.48283"
"198.02500","29.10345","-9.48297"
"198.05000","29.10702","-9.48285"
"198.07500","29.11070","-9.48292"
"198.10000","29.11449","-9.48249"
"198.12500","29.11816","-9.48259"
"198.15000","29.12178","-9.48285"
"198.17500","29.12535","-9.48201"
"198.20000","29.12907","-9.48255"
"198.22500","29.13277","-9.48276"
"198.25000","29.13650","-9.48166"
"198.27500","29.14019","-9.48204"
"198.30000","29.14380","-9.48207"
"198.32500","29.14745","-9.48236"
"198.35000","29.15114","-9.48088"
"198.37500","29.15485","-9.48119"
"198.40000","29.15854","-9.48076"
"198.42500","29.16220","-9.48124"
"198.45000","29.16584","-9.48171"
"198.47500","29.16952","-9.48068"
"198.50000","29.17319","-9.48043"
"198.52500","29.17693","-9.48033"
"198.55000","29.18067","-9.48048"
"198.57500","29.18432","-9.48056"
"198.60000","29.18790","-9.48031"
"198.62500","29.19156","-9.48009"
"198.65000","29.19531","-9.47977"
"198.67500","29.19908","-9.48014"
"198.70000","29.20276","-9.48059"
"198.72500","29.20637","-9.47953"
"198.75000","29.21004","-9.47999"
"198.77500","29.21372","-9.47926"
"198.80000","29.21747","-9.47989"
"198.82500","29.22118","-9.47979"
"198.85000","29.22476","-9.47921"
"198.87500","29.22838","-9.47862"
"198.90000","29.23208","-9.47916"
"198.92500","29.23586","-9.47827"
"198.95000","29.23958","-9.47837"
"198.97500","29.24321","-9.47885"
"199.00000","29.24684","-9.47932"
"199.02500","29.25055","-9.47784"
"199.05000","29.25425","-9.47969"
"199.07500","29.25800","-9.47828"
"199.10000","29.26166","-9.47776"
"199.12500","29.26525","-9.47870"
"199.15000","29.26887","-9.47800"
"199.17500","29.27261","-9.47770"
"199.20000","29.27636","-9.47763"
"199.22500","29.28006","-9.47789"
"199.25000","29.28372","-9.47704"
"199.27500","29.28733","-9.47763"
"199.30000","29.29103","-9.47755"
"199.32500","29.29470","-9.47705"
"199.35000","29.29843","-9.47758"
"199.37500","29.30211","-9.47685"
"199.40000","29.30574","-9.47699"
"199.42500","29.30935","-9.47695"
"199.45000","29.31305","-9.47764"
"199.47500","29.31677","-9.47721"
"199.50000","29.32047","-9.47590"
"199.52500","29.32411","-9.47704"
"199.55000","29.32775","-9.47647"
"199.57500","29.33139","-9.47630"
"199.60000","29.33504","-9.47685"
"199.62500","29.33877","-9.47575"
"199.65000","29.34245","-9.47578"
"199.67500","29.34608","-9.47631"
"199.70000","29.34969","-9.47581"
"199.72500","29.35341","-9.47664"
"199.75000","29.35709","-9.47579"
"199.77500","29.36082","-9.47594"
"199.80000","29.36451","-9.47535"
"199.82500","29.36814","-9.47594"
"199.85000","29.37179","-9.47535"
"199.87500","29.37547","-9.47571"
"199.90000","29.37924","-9.47586"
"199.92500","29.38302","-9.47496"
"199.95000","29.38715","-9.47495"
"199.97500","29.39183","-9.47477"
"200.00000","29.39546","-9.47534"
"200.02500","29.39865","-9.47448"
"200.05000","29.40181","-9.47416"
"200.07500","29.40511","-9.47466"
"200.10000","29.40855","-9.47343"
"200.12500","29.41209","-9.47417"
"200.15000","29.41572","-9.47434"
"200.17500","29.41946","-9.47347"
"200.20000","29.42315","-9.47398"
"200.22500","29.42678","-9.47423"
"200.25000","29.43038","-9.47393"
"200.27500","29.43407","-9.47347"
"200.30000","29.43778","-9.47330"
"200.32500","29.44151","-9.47329"
"200.35000","29.44520","-9.47365"
"200.37500","29.44883","-9.47383"
"200.40000","29.45243","-9.47276"
"200.42500","29.45611","-9.47277"
"200.45000","29.45987","-9.47299"
"200.47500","29.46359","-9.47273"
"200.50000","29.46722","-9.47326"
"200.52500","29.47084","-9.47256"
"200.55000","29.47453","-9.47226"
"200.57500","29.47821","-9.47248"
"200.60000","29.48195","-9.47223"
"200.62500","29.48569","-9.47246"
"200.65000","29.48932","-9.47204"
"200.67500","29.49292","-9.47285"
"200.70000","29.49662","-9.47137"
"200.72500","29.50038","-9.47193"
"200.75000","29.50409","-9.47196"
"200.77500","29.50771","-9.47107"
"200.80000","29.51130","-9.47180"
"200.82500","29.51499","-9.47178"
"200.85000","29.51867","-9.47149"
"200.87500","29.52241","-9.47094"
"200.90000","29.52613","-9.47165"
"200.92500","29.52977","-9.47168"
"200.95000","29.53337","-9.47054"
"200.97500","29.53703","-9.47095"
"201.00000","29.54075","-9.47085"
"201.02500","29.54443","-9.47074"
"201.05000","29.54810","-9.47120"
"201.07500","29.55173","-9.47049"
"201.10000","29.55543","-9.47079"
"201.12500","29.55906","-9.47070"
"201.15000","29.56280","-9.47058"
"201.17500","29.56651","-9.47087"
"201.20000","29.57014","-9.47063"
"201.22500","29.57371","-9.47086"
"201.25000","29.57738","-9.46959"
"201.27500","29.58114","-9.47010"
"201.30000","29.58487","-9.47017"
"201.32500","29.58854","-9.46950"
"201.35000","29.59212","-9.46991"
"201.37500","29.59577","-9.46925"
"201.40000","29.59944","-9.46987"
"201.42500","29.60320","-9.46973"
"201.45000","29.60693","-9.47013"
"201.47500","29.61054","-9.46953"
"201.50000","29.61410","-9.46878"
"201.52500","29.61779","-9.46967"
"201.55000","29.62153","-9.46875"
"201.57500","29.62525","-9.46913"
"201.60000","29.62890","-9.46926"
"201.62500","29.63253","-9.46801"
"201.65000","29.63622","-9.46875"
"201.67500","29.63989","-9.46912"
"201.70000","29.64363","-9.46871"
"201.72500","29.64733","-9.46838"
"201.75000","29.65094","-9.46872"
"201.77500","29.65456","-9.46835"
"201.80000","29.65827","-9.46815"
"201.82500","29.66199","-9.46824"
"201.85000","29.66570","-9.46807"
"201.87500","29.66938","-9.46859"
"201.90000","29.67299","-9.46808"
"201.92500","29.67664","-9.46788"
"201.95000","29.68030","-9.46807"
"201.97500","29.68405","-9.46758"
"202.00000","29.68776","-9.46712"
"202.02500","29.69138","-9.46768"
"202.05000","29.69498","-9.46746"
"202.07500","29.69868","-9.46797"
"202.10000","29.70238","-9.46716"
"202.12500","29.70609","-9.46806"
"202.15000","29.70977","-9.46741"
"202.17500","29.71338","-9.46680"
"202.20000","29.71700","-9.46718"
"202.22500","29.72069","-9.46702"
"202.25000","29.72446","-9.46680"
"202.27500","29.72818","-9.46665"
"202.30000","29.73183","-9.46670"
"202.32500","29.73545","-9.46586"
"202.35000","29.73914","-9.46686"
"202.37500","29.74286","-9.46673"
"202.40000","29.74658","-9.46597"
"202.42500","29.75024","-9.46635"
"202.45000","29.75388","-9.46658"
"202.47500","29.75751","-9.46579"
"202.50000","29.76125","-9.46639"
"202.52500","29.76502","-9.46552"
"202.55000","29.76873","-9.46584"
"202.57500","29.77235","-9.46546"
"202.60000","29.77595","-9.46481"
"202.62500","29.77966","-9.46533"
"202.65000","29.78336","-9.46518"
"202.67500","29.78707","-9.46603"
"202.70000","29.79072","-9.46476"
"202.72500","29.79437","-9.46514"
"202.75000","29.79800","-9.46451"
"202.77500","29.80172","-9.46477"
"202.80000","29.80548","-9.46458"
"202.82500","29.80921","-9.46478"
"202.85000","29.81292","-9.46540"
"202.87500","29.81657","-9.46469"
"202.90000","29.82029","-9.46504"
"202.92500","29.82388","-9.46420"
"202.95000","29.82754","-9.46485"
"202.97500","29.83123","-9.46433"
"203.00000","29.83487","-9.46399"
"203.02500","29.83843","-9.46393"
"203.05000","29.84209","-9.46404"
"203.07500","29.84583","-9.46379"
"203.10000","29.84956","-9.46419"
"203.12500","29.85322","-9.46483"
"203.15000","29.85682","-9.46322"
"203.17500","29.86048","-9.46344"
"203.20000","29.86416","-9.46368"
"203.22500","29.86793","-9.46397"
"203.25000","29.87166","-9.46382"
"203.27500","29.87527","-9.46363"
"203.30000","29.87888","-9.46359"
"203.32500","29.88259","-9.46341"
"203.35000","29.88635","-9.46314"
"203.37500","29.89003","-9.46312"
"203.40000","29.89366","-9.46222"
"203.42500","29.89727","-9.46311"
"203.45000","29.90099","-9.46347"
"203.47500","29.90466","-9.46283"
"203.50000","29.90836","-9.46324"
"203.52500","29.91205","-9.46276"
"203.55000","29.91570","-9.46233"
"203.57500","29.91933","-9.46261"
"203.60000","29.92300","-9.46259"
"203.62500","29.92673","-9.46251"
"203.65000","29.93042","-9.46226"
"203.67500","29.93411","-9.46244"
"203.70000","29.93776","-9.46165"
"203.72500","29.94147","-9.46172"
"203.75000","29.94513","-9.46199"
"203.77500","29.94887","-9.46125"
"203.80000","29.95261","-9.46201"
"203.82500","29.95622","-9.46189"
"203.85000","29.95983","-9.46211"
"203.87500","29.96351","-9.46174"
"203.90000","29.96725","-9.46115"
"203.92500","29.97101","-9.46180"
"203.95000","29.97470","-9.46129"
"203.97500","29.97834","-9.46184"
"204.00000","29.98206","-9.46130"
"204.02500","29.98571","-9.46153"
"204.05000","29.98944","-9.46106"
"204.07500","29.99310","-9.46053"
"204.10000","29.99670","-9.46066"
"204.12500","30.00029","-9.46136"
"204.15000","30.00400","-9.46048"
"204.17500","30.00773","-9.46060"
"204.20000","30.01145","-9.46070"
"204.22500","30.01511","-9.46079"
"204.25000","30.01874","-9.46000"
"204.27500","30.02237","-9.46041"
"204.30000","30.02604","-9.46048"
"204.32500","30.02977","-9.45994"
"204.35000","30.03347","-9.46043"
"204.37500","30.03708","-9.45979"
"204.40000","30.04069","-9.46012"
"204.42500","30.04441","-9.46037"
"204.45000","30.04814","-9.45987"
"204.47500","30.05189","-9.45967"
"204.50000","30.05554","-9.45934"
"204.52500","30.05920","-9.46026"
"204.55000","30.06294","-9.45923"
"204.57500","30.06700","-9.45995"
"204.60000","30.07151","-9.45946"
"204.62500","30.07527","-9.45870"
"204.65000","30.07848","-9.45943"
"204.67500","30.08163","-9.45895"
"204.70000","30.08501","-9.46004"
"204.72500","30.08849","-9.45859"
"204.75000","30.09207","-9.45916"
"204.77500","30.09570","-9.45857"
"204.80000","30.09929","-9.45894"
"204.82500","30.10289","-9.45937"
"204.85000","30.10653","-9.45833"
"204.87500","30.11028","-9.45878"
"204.90000","30.11402","-9.45875"
"204.92500","30.11771","-9.45832"
"204.95000","30.12128","-9.45821"
"204.97500","30.12494","-9.45864"
"205.00000","30.12865","-9.45833"
"205.02500","30.13238","-9.45796"
"205.05000","30.13605","-9.45820"
"205.07500","30.13963","-9.45770"
"205.10000","30.14327","-9.45767"
"205.12500","30.14697","-9.45842"
"205.15000","30.15076","-9.45815"
"205.17500","30.15445","-9.45814"
"205.20000","30.15806","-9.45822"
"205.22500","30.16168","-9.45727"
"205.25000","30.16539","-9.45813"
"205.27500","30.16905","-9.45782"
"205.30000","30.17276","-9.45800"
"205.32500","30.17645","-9.45727"
"205.35000","30.18010","-9.45726"
"205.37500","30.18373","-9.45780"
"205.40000","30.18741","-9.45658"
"205.42500","30.19116","-9.45751"
"205.45000","30.19489","-9.45646"
"205.47500","30.19855","-9.45773"
"205.50000","30.20215","-9.45716"
"205.52500","30.20579","-9.45654"
"205.55000","30.20947","-9.45708"
"205.57500","30.21323","-9.45634"
"205.60000","30.21698","-9.45695"
"205.62500","30.22057","-9.45605"
"205.65000","30.22415","-9.45689"
"205.67500","30.22784","-9.45698"
"205.70000","30.23160","-9.45610"
"205.72500","30.23531","-9.45678"
"205.75000","30.23895","-9.45601"
"205.77500","30.24256","-9.45654"
"205.80000","30.24626","-9.45643"
"205.82500","30.24995","-9.45602"
"205.85000","30.25368","-9.45623"
"205.87500","30.25740","-9.45607"
"205.90000","30.26104","-9.45641"
"205.92500","30.26467","-9.45578"
"205.95000","30.26836","-9.45541"
"205.97500","30.27209","-9.45580"
"206.00000","30.27576","-9.45516"
"206.02500","30.27946","-9.45579"
"206.05000","30.28309","-9.45568"
"206.07500","30.28677","-9.45566"
"206.10000","30.29042","-9.45510"
"206.12500","30.29415","-9.45545"
"206.15000","30.29791","-9.45568"
"206.17500","30.30152","-9.45531"
"206.20000","30.30511","-9.45569"
"206.22500","30.30877","-9.45463"
"206.25000","30.31251","-9.45574"
"206.27500","30.31622","-9.45545"
"206.30000","30.31989","-9.45503"
"206.32500","30.32351","-9.45524"
"206.35000","30.32713","-9.45452"
"206.37500","30.33084","-9.45478"
"206.40000","30.33458","-9.45426"
"206.42500","30.33830","-9.45492"
"206.45000","30.34189","-9.45457"
"206.47500","30.34548","-9.45420"
"206.50000","30.34920","-9.45473"
"206.52500","30.35293","-9.45422"
"206.55000","30.35665","-9.45412"
"206.57500","30.36030","-9.45426"
"206.60000","30.36392","-9.45409"
"206.62500","30.36757","-9.45420"
"206.65000","30.37127","-9.45450"
"206.67500","30.37502","-9.45482"
"206.70000","30.37873","-9.45386"
"206.72500","30.38233","-9.45405"
"206.75000","30.38597","-9.45396"
"206.77500","30.38967","-9.45335"
"206.80000","30.39341","-9.45315"
"206.82500","30.39712","-9.45366"
"206.85000","30.40080","-9.45253"
"206.87500","30.40442","-9.45380"
"206.90000","30.40809","-9.45286"
"206.92500","30.41176","-9.45312"
"206.95000","30.41547","-9.45293"
"206.97500","30.41919","-9.45292"
"207.00000","30.42283","-9.45226"
"207.02500","30.42644","-9.45274"
"207.05000","30.43016","-9.45263"
"207.07500","30.43388","-9.45160"
"207.10000","30.43760","-9.45302"
"207.12500","30.44128","-9.45242"
"207.15000","30.44492","-9.45282"
"207.17500","30.44860","-9.45207"
"207.20000","30.45229","-9.45218"
"207.22500","30.45609","-9.45235"
"207.25000","30.45979","-9.45189"
"207.27500","30.46342","-9.45249"
"207.30000","30.46698","-9.45160"
"207.32500","30.47064","-9.45179"
"207.35000","30.47433","-9.45237"
"207.37500","30.47801","-9.45198"
"207.40000","30.48169","-9.45175"
"207.42500","30.48528","-9.45202"
"207.45000","30.48888","-9.45151"
"207.47500","30.49259","-9.45102"
"207.50000","30.49636","-9.45145"
"207.52500","30.50010","-9.45187"
"207.55000","30.50370","-9.45125"
"207.57500","30.50731","-9.45132"
"207.60000","30.51115","-9.45154"
"207.62500","30.51496","-9.45127"
"207.65000","30.51862","-9.45218"
"207.67500","30.52218","-9.45044"
"207.70000","30.52575","-9.45097"
"207.72500","30.52932","-9.45120"
"207.75000","30.53302","-9.45140"
"207.77500","30.53681","-9.45109"
"207.80000","30.54048","-9.45097"
"207.82500","30.54406","-9.45110"
"207.85000","30.54767","-9.45008"
"207.87500","30.55144","-9.45074"
"207.90000","30.55513","-9.45080"
"207.92500","30.55886","-9.45043"
"207.95000","30.56256","-9.45065"
"207.97500","30.56620","-9.45015"
"208.00000","30.56984","-9.45002"
"208.02500","30.57355","-9.45042"
"208.05000","30.57729","-9.45060"
"208.07500","30.58097","-9.45011"
"208.10000","30.58461","-9.44996"
"208.12500","30.58823","-9.45026"
"208.15000","30.59193","-9.44927"
"208.17500","30.59559","-9.44970"
"208.20000","30.59932","-9.45033"
"208.22500","30.60305","-9.44932"
"208.25000","30.60670","-9.45085"
"208.27500","30.61029","-9.44962"
"208.30000","30.61398","-9.44935"
"208.32500","30.61770","-9.44971"
"208.35000","30.62141","-9.44952"
"208.37500","30.62506","-9.44956"
"208.40000","30.62866","-9.44995"
"208.42500","30.63234","-9.44904"
"208.45000","30.63604","-9.44904"
"208.47500","30.63978","-9.44948"
"208.50000","30.64351","-9.45022"
"208.52500","30.64712","-9.44891"
"208.55000","30.65070","-9.44967"
"208.57500","30.65438","-9.44921"
"208.60000","30.65812","-9.44858"
"208.62500","30.66189","-9.44877"
"208.65000","30.66552","-9.44881"
"208.67500","30.66910","-9.44930"
"208.70000","30.67274","-9.44882"
"208.72500","30.67643","-9.44873"
"208.75000","30.68017","-9.44900"
"208.77500","30.68386","-9.44810"
"208.80000","30.68748","-9.44957"
"208.82500","30.69108","-9.44797"
"208.85000","30.69476","-9.44783"
"208.87500","30.69847","-9.44886"
"208.90000","30.70218","-9.44826"
"208.92500","30.70585","-9.44820"
"208.95000","30.70949","-9.44807"
"208.97500","30.71315","-9.44833"
"209.00000","30.71683","-9.44769"
"209.02500","30.72057","-9.44791"
"209.05000","30.72429","-9.44831"
"209.07500","30.72791","-9.44720"
"209.10000","30.73149","-9.44867"
"209.12500","30.73518","-9.44784"
"209.15000","30.73891","-9.44779"
"209.17500","30.74261","-9.44686"
"209.20000","30.74626","-9.44816"
"209.22500","30.74990","-9.44745"
"209.25000","30.75354","-9.44717"
"209.27500","30.75719","-9.44831"
"209.30000","30.76093","-9.44740"
"209.32500","30.76463","-9.44672"
"209.35000","30.76822","-9.44731"
"209.37500","30.77184","-9.44672"
"209.40000","30.77554","-9.44746"
"209.42500","30.77926","-9.44692"
"209.45000","30.78294","-9.44611"
"209.47500","30.78661","-9.44661"
"209.50000","30.79023","-9.44700"
"209.52500","30.79390","-9.44717"
"209.55000","30.79756","-9.44658"
"209.57500","30.80129","-9.44724"
"209.60000","30.80503","-9.44656"
"209.62500","30.80865","-9.44642"
"209.65000","30.81227","-9.44667"
"209.67500","30.81601","-9.44654"
"209.70000","30.81987","-9.44718"
"209.72500","30.82355","-9.44625"
"209.75000","30.82720","-9.44620"
"209.77500","30.83080","-9.44608"
"209.80000","30.83439","-9.44550"
"209.82500","30.83803","-9.44666"
"209.85000","30.84175","-9.44560"
"209.87500","30.84545","-9.44669"
"209.90000","30.84910","-9.44638"
"209.92500","30.85269","-9.44552"
"209.95000","30.85634","-9.44628"
"209.97500","30.85999","-9.44581"
"210.00000","30.86371","-9.44556"
"210.02500","30.86743","-9.44565"
"210.05000","30.87105","-9.44586"
"210.07500","30.87467","-9.44629"
"210.10000","30.87834","-9.44561"
"210.12500","30.88210","-9.44603"
"210.15000","30.88581","-9.44543"
"210.17500","30.88943","-9.44642"
"210.20000","30.89303","-9.44572"
"210.22500","30.89670","-9.44509"
"210.25000","30.90042","-9.44599"
"210.27500","30.90418","-9.44533"
"210.30000","30.90788","-9.44571"
"210.32500","30.91149","-9.44512"
"210.35000","30.91508","-9.44511"
"210.37500","30.91880","-9.44557"
"210.40000","30.92257","-9.44494"
"210.42500","30.92625","-9.44515"
"210.45000","30.92986","-9.44505"
"210.47500","30.93348","-9.44481"
"210.50000","30.93722","-9.44532"
"210.52500","30.94087","-9.44494"
"210.55000","30.94462","-9.44501"
"210.57500","30.94831","-9.44447"
"210.60000","30.95198","-9.44472"
"210.62500","30.95651","-9.44450"
"210.65000","30.96122","-9.44484"
"210.67500","30.96508","-9.44488"
"210.70000","30.96823","-9.44376"
"210.72500","30.97120","-9.44516"
"210.75000","30.97437","-9.44380"
"210.77500","30.97784","-9.44435"
"210.80000","30.98136","-9.44441"
"210.82500","30.98499","-9.44332"
"210.85000","30.98864","-9.44394"
"210.87500","30.99223","-9.44342"
"210.90000","30.99579","-9.44377"
"210.92500","30.99946","-9.44350"
"210.95000","31.00315","-9.44371"
"210.97500","31.00691","-9.44376"
"211.00000","31.01057","-9.44358"
"211.02500","31.01424","-9.44469"
"211.05000","31.01789","-9.44392"
"211.07500","31.02158","-9.44250"
"211.10000","31.02536","-9.44343"
"211.12500","31.02907","-9.44304"
"211.15000","31.03268","-9.44362"
"211.17500","31.03626","-9.44261"
"211.20000","31.03996","-9.44371"
"211.22500","31.04367","-9.44287"
"211.25000","31.04741","-9.44243"
"211.27500","31.05112","-9.44378"
"211.30000","31.05472","-9.44190"
"211.32500","31.05837","-9.44321"
"211.35000","31.06207","-9.44295"
"211.37500","31.06584","-9.44256"
"211.40000","31.06958","-9.44384"
"211.42500","31.07318","-9.44231"
"211.45000","31.07681","-9.44307"
"211.47500","31.08052","-9.44225"
"211.50000","31.08425","-9.44305"
"211.52500","31.08800","-9.44265"
"211.55000","31.09168","-9.44162"
"211.57500","31.09532","-9.44374"
"211.60000","31.09892","-9.44210"
"211.62500","31.10261","-9.44286"
"211.65000","31.10632","-9.44199"
"211.67500","31.11002","-9.44193"
"211.70000","31.11366","-9.44224"
"211.72500","31.11729","-9.44155"
"211.75000","31.12105","-9.44295"
"211.77500","31.12481","-9.44148"
"211.80000","31.12850","-9.44247"
"211.82500","31.13218","-9.44219"
"211.85000","31.13578","-9.44239"
"211.87500","31.13939","-9.44225"
"211.90000","31.14306","-9.44177"
"211.92500","31.14680","-9.44167"
"211.95000","31.15053","-9.44212"
"211.97500","31.15416","-9.44124"
"212.00000","31.15777","-9.44179"
"212.02500","31.16145","-9.44167"
"212.05000","31.16512","-9.44183"
"212.07500","31.16883","-9.44119"
"212.10000","31.17251","-9.44163"
"212.12500","31.17614","-9.44173"
"212.15000","31.17974","-9.44075"
"212.17500","31.18346","-9.44175"
"212.20000","31.18722","-9.44178"
"212.22500","31.19093","-9.44156"
"212.25000","31.19455","-9.44147"
"212.27500","31.19817","-9.44091"
"212.30000","31.20190","-9.44112"
"212.32500","31.20556","-9.44067"
"212.35000","31.20929","-9.44173"
"212.37500","31.21296","-9.44122"
"212.40000","31.21662","-9.44090"
"212.42500","31.22024","-9.44173"
"212.45000","31.22397","-9.44044"
"212.47500","31.22774","-9.44140"
"212.50000","31.23146","-9.44126"
"212.52500","31.23507","-9.44081"
"212.55000","31.23867","-9.44078"
"212.57500","31.24239","-9.44093"
"212.60000","31.24648","-9.44097"
"212.62500","31.25114","-9.44016"
"212.65000","31.25472","-9.44109"
"212.67500","31.25781","-9.43993"
"212.70000","31.26106","-9.44039"
"212.72500","31.26457","-9.44103"
"212.75000","31.26820","-9.43982"
"212.77500","31.27182","-9.44012"
"212.80000","31.27538","-9.44031"
"212.82500","31.27895","-9.44009"
"212.85000","31.28263","-9.44011"
"212.87500","31.28627","-9.43994"
"212.90000","31.29004","-9.44053"
"212.92500","31.29375","-9.43967"
"212.95000","31.29738","-9.44041"
"212.97500","31.30099","-9.43968"
"213.00000","31.30471","-9.43950"
"213.02500","31.30848","-9.44046"
"213.05000","31.31217","-9.43952"
"213.07500","31.31583","-9.44006"
"213.10000","31.31944","-9.43961"
"213.12500","31.32316","-9.44027"
"213.15000","31.32682","-9.43980"
"213.17500","31.33054","-9.43941"
"213.20000","31.33426","-9.43993"
"213.22500","31.33789","-9.43877"
"213.25000","31.34151","-9.43982"
"213.27500","31.34518","-9.43971"
"213.30000","31.34892","-9.43862"
"213.32500","31.35263","-9.43962"
"213.35000","31.35629","-9.43924"
"213.37500","31.35990","-9.43920"
"213.40000","31.36353","-9.43935"
"213.42500","31.36723","-9.43913"
"213.45000","31.37098","-9.43877"
"213.47500","31.37470","-9.43887"
"213.50000","31.37832","-9.43925"
"213.52500","31.38192","-9.43897"
"213.55000","31.38561","-9.43914"
"213.57500","31.38934","-9.43929"
"213.60000","31.39307","-9.43897"
"213.62500","31.39675","-9.43893"
"213.65000","31.40037","-9.43850"
"213.67500","31.40401","-9.43884"
"213.70000","31.40767","-9.43839"
"213.72500","31.41139","-9.43876"
"213.75000","31.41508","-9.43880"
"213.77500","31.41866","-9.43818"
"213.80000","31.42224","-9.43912"
"213.82500","31.42593","-9.43853"
"213.85000","31.42963","-9.43872"
"213.87500","31.43330","-9.43874"
"213.90000","31.43698","-9.43833"
"213.92500","31.44063","-9.43871"
"213.95000","31.44426","-9.43855"
"213.97500","31.44796","-9.43820"
"214.00000","31.45171","-9.43782"
"214.02500","31.45545","-9.43825"
"214.05000","31.45909","-9.43826"
"214.07500","31.46270","-9.43757"
"214.10000","31.46640","-9.43840"
"214.12500","31.47010","-9.43770"
"214.15000","31.47384","-9.43843"
"214.17500","31.47751","-9.43839"
"214.20000","31.48113","-9.43777"
"214.22500","31.48475","-9.43801"
"214.25000","31.48842","-9.43769"
"214.27500","31.49219","-9.43808"
"214.30000","31.49592","-9.43770"
"214.32500","31.49951","-9.43751"
"214.35000","31.50311","-9.43789"
"214.37500","31.50681","-9.43687"
"214.40000","31.51054","-9.43743"
"214.42500","31.51424","-9.43699"
"214.45000","31.51791","-9.43746"
"214.47500","31.52154","-9.43712"
"214.50000","31.52515","-9.43747"
"214.52500","31.52884","-9.43758"
"214.55000","31.53260","-9.43752"
"214.57500","31.53634","-9.43766"
"214.60000","31.53995","-9.43715"
"214.62500","31.54361","-9.43716"
"214.65000","31.54737","-9.43793"
"214.67500","31.55119","-9.43728"
"214.70000","31.55484","-9.43736"
"214.72500","31.55844","-9.43798"
"214.75000","31.56203","-9.43687"
"214.77500","31.56561","-9.43738"
"214.80000","31.56931","-9.43757"
"214.82500","31.57304","-9.43743"
"214.85000","31.57678","-9.43703"
"214.87500","31.58039","-9.43701"
"214.90000","31.58401","-9.43710"
"214.92500","31.58769","-9.43649"
"214.95000","31.59135","-9.43700"
"214.97500","31.59509","-9.43650"
"215.00000","31.59879","-9.43606"
"215.02500","31.60242","-9.43723"
"215.05000","31.60601","-9.43614"
"215.07500","31.60973","-9.43699"
"215.10000","31.61346","-9.43630"
"215.12500","31.61716","-9.43640"
"215.15000","31.62083","-9.43651"
"215.17500","31.62445","-9.43617"
"215.20000","31.62811","-9.43639"
"215.22500","31.63172","-9.43546"
"215.25000","31.63548","-9.43688"
