Rate 1,"1.60000",mm/s
Start date,"9/27/2021"
Specimen label,""

Time,Extension,2 kg Beam Load Cell
(s),(mm),(N)
"10.77500","17.20717","1.14057"
"10.80000","17.24715","1.14241"
"10.82500","17.28740","1.14413"
"10.85000","17.32784","1.14571"
"10.87500","17.36778","1.14726"
"10.90000","17.40757","1.14860"
"10.92500","17.44736","1.15030"
"10.95000","17.48732","1.15199"
"10.97500","17.52728","1.15311"
"11.00000","17.56721","1.15452"
"11.02500","17.60720","1.15630"
"11.05000","17.64721","1.15742"
"11.07500","17.68705","1.15915"
"11.10000","17.72688","1.16062"
"11.12500","17.76676","1.16184"
"11.15000","17.80680","1.16290"
"11.17500","17.84707","1.16399"
"11.20000","17.88762","1.16577"
"11.22500","17.92761","1.16684"
"11.25000","17.96741","1.16880"
"11.27500","18.00723","1.17029"
"11.30000","18.04710","1.17162"
"11.32500","18.08695","1.17314"
"11.35000","18.12678","1.17483"
"11.37500","18.16661","1.17605"
"11.40000","18.20646","1.17739"
"11.42500","18.24647","1.17904"
"11.45000","18.28684","1.18029"
"11.47500","18.32698","1.18164"
"11.50000","18.36760","1.18302"
"11.52500","18.40802","1.18395"
"11.55000","18.44773","1.18516"
"11.57500","18.48741","1.18637"
"11.60000","18.52728","1.18689"
"11.62500","18.56726","1.18807"
"11.65000","18.60722","1.18881"
"11.67500","18.64722","1.18979"
"11.70000","18.68716","1.19097"
"11.72500","18.72710","1.19225"
"11.75000","18.76714","1.19345"
"11.77500","18.80716","1.19435"
"11.80000","18.84772","1.19585"
"11.82500","18.88793","1.19708"
"11.85000","18.92772","1.19849"
"11.87500","18.96755","1.19972"
"11.90000","19.00747","1.20075"
"11.92500","19.04741","1.20184"
"11.95000","19.08734","1.20307"
"11.97500","19.12727","1.20363"
"12.00000","19.16728","1.20450"
"12.02500","19.20731","1.20543"
"12.05000","19.24729","1.20662"
"12.07500","19.28723","1.20754"
"12.10000","19.32721","1.20875"
"12.12500","19.36727","1.20963"
"12.15000","19.40725","1.21070"
"12.17500","19.44784","1.21217"
"12.20000","19.48799","1.21310"
"12.22500","19.52772","1.21441"
"12.25000","19.56749","1.21530"
"12.27500","19.60737","1.21645"
"12.30000","19.64734","1.21746"
"12.32500","19.68723","1.21849"
"12.35000","19.72726","1.21963"
"12.37500","19.76735","1.22045"
"12.40000","19.80729","1.22166"
"12.42500","19.84721","1.22279"
"12.45000","19.88718","1.22361"
"12.47500","19.92721","1.22520"
"12.50000","19.96724","1.22598"
"12.52500","20.00718","1.22745"
"12.55000","20.04715","1.22851"
"12.57500","20.08718","1.22962"
"12.60000","20.12726","1.23054"
"12.62500","20.16731","1.23172"
"12.65000","20.20721","1.23291"
"12.67500","20.24702","1.23344"
"12.70000","20.28741","1.23444"
"12.72500","20.32789","1.23526"
"12.75000","20.36776","1.23622"
"12.77500","20.40747","1.23734"
"12.80000","20.44733","1.23815"
"12.82500","20.48727","1.23912"
"12.85000","20.52720","1.24010"
"12.87500","20.56717","1.24108"
"12.90000","20.60719","1.24194"
"12.92500","20.64722","1.24294"
"12.95000","20.68725","1.24402"
"12.97500","20.72736","1.24485"
"13.00000","20.76746","1.24580"
"13.02500","20.80748","1.24689"
"13.05000","20.84752","1.24777"
"13.07500","20.88767","1.24899"
"13.10000","20.92835","1.24990"
"13.12500","20.96856","1.25095"
"13.15000","21.00815","1.25171"
"13.17500","21.04778","1.25284"
"13.20000","21.08765","1.25380"
"13.22500","21.12768","1.25466"
"13.25000","21.16780","1.25590"
"13.27500","21.20782","1.25668"
"13.30000","21.24787","1.25804"
"13.32500","21.28790","1.25896"
"13.35000","21.32793","1.25979"
"13.37500","21.36795","1.26093"
"13.40000","21.40797","1.26199"
"13.42500","21.44791","1.26288"
"13.45000","21.48777","1.26372"
"13.47500","21.52756","1.26497"
"13.50000","21.56736","1.26588"
"13.52500","21.60713","1.26685"
"13.55000","21.64719","1.26771"
"13.57500","21.68736","1.26877"
"13.60000","21.72759","1.26985"
"13.62500","21.76804","1.27098"
"13.65000","21.80796","1.27174"
"13.67500","21.84767","1.27278"
"13.70000","21.88749","1.27397"
"13.72500","21.92748","1.27484"
"13.75000","21.96757","1.27603"
"13.77500","22.00766","1.27707"
"13.80000","22.04777","1.27784"
"13.82500","22.08784","1.27871"
"13.85000","22.12776","1.27987"
"13.87500","22.16795","1.28076"
"13.90000","22.20767","1.28170"
"13.92500","22.24726","1.28278"
"13.95000","22.28692","1.28375"
"13.97500","22.32681","1.28475"
"14.00000","22.36680","1.28584"
"14.02500","22.40685","1.28648"
"14.05000","22.44699","1.28764"
"14.07500","22.48719","1.28767"
"14.10000","22.52747","1.28685"
"14.12500","22.56769","1.28667"
"14.15000","22.60783","1.28757"
"14.17500","22.64820","1.28818"
"14.20000","22.68806","1.28897"
"14.22500","22.72769","1.28964"
"14.25000","22.76750","1.29025"
"14.27500","22.80730","1.29105"
"14.30000","22.84706","1.29177"
"14.32500","22.88685","1.29254"
"14.35000","22.92669","1.29272"
"14.37500","22.96662","1.29355"
"14.40000","23.00661","1.29415"
"14.42500","23.04685","1.29469"
"14.45000","23.08717","1.29560"
"14.47500","23.12753","1.29620"
"14.50000","23.16768","1.29658"
"14.52500","23.20778","1.29738"
"14.55000","23.24785","1.29805"
"14.57500","23.28790","1.29857"
"14.60000","23.32789","1.29930"
"14.62500","23.36778","1.30000"
"14.65000","23.40755","1.30074"
"14.67500","23.44730","1.30147"
"14.70000","23.48719","1.30219"
"14.72500","23.52739","1.30259"
"14.75000","23.56834","1.30353"
"14.77500","23.60893","1.30432"
"14.80000","23.64884","1.30475"
"14.82500","23.68853","1.30552"
"14.85000","23.72848","1.30640"
"14.87500","23.76858","1.30695"
"14.90000","23.80877","1.30777"
"14.92500","23.84894","1.30841"
"14.95000","23.88902","1.30909"
"14.97500","23.92896","1.30979"
"15.00000","23.96881","1.31068"
"15.02500","24.00873","1.31121"
"15.05000","24.04867","1.31225"
"15.07500","24.08847","1.31287"
"15.10000","24.12820","1.31366"
"15.12500","24.16800","1.31441"
"15.15000","24.20788","1.31516"
"15.17500","24.24790","1.31598"
"15.20000","24.28827","1.31674"
"15.22500","24.32941","1.31735"
"15.25000","24.36962","1.31829"
"15.27500","24.40941","1.31906"
"15.30000","24.44927","1.32001"
"15.32500","24.48920","1.32043"
"15.35000","24.52917","1.32154"
"15.37500","24.56912","1.32211"
"15.40000","24.60911","1.32296"
"15.42500","24.64899","1.32375"
"15.45000","24.68877","1.32480"
"15.47500","24.72860","1.32574"
"15.50000","24.76854","1.32646"
"15.52500","24.80849","1.32728"
"15.55000","24.84846","1.32786"
"15.57500","24.88857","1.32873"
"15.60000","24.92843","1.32977"
"15.62500","24.96835","1.33036"
"15.65000","25.00831","1.33128"
"15.67500","25.04827","1.33211"
"15.70000","25.08824","1.33287"
"15.72500","25.12831","1.33386"
"15.75000","25.16840","1.33437"
"15.77500","25.20846","1.33525"
"15.80000","25.24869","1.33602"
"15.82500","25.28889","1.33726"
"15.85000","25.32889","1.33800"
"15.87500","25.36876","1.33848"
"15.90000","25.40859","1.33938"
"15.92500","25.44841","1.34010"
"15.95000","25.48833","1.34103"
"15.97500","25.52826","1.34187"
"16.00000","25.56823","1.34267"
"16.02500","25.60826","1.34351"
"16.05000","25.64830","1.34448"
"16.07500","25.68830","1.34509"
"16.10000","25.72833","1.34588"
"16.12500","25.76837","1.34677"
"16.15000","25.80849","1.34754"
"16.17500","25.84873","1.34826"
"16.20000","25.88891","1.34947"
"16.22500","25.92889","1.35006"
"16.25000","25.96882","1.35075"
"16.27500","26.00900","1.35153"
"16.30000","26.04918","1.35219"
"16.32500","26.09000","1.35306"
"16.35000","26.13037","1.35386"
"16.37500","26.17001","1.35472"
"16.40000","26.20966","1.35517"
"16.42500","26.24957","1.35594"
"16.45000","26.28961","1.35580"
"16.47500","26.32960","1.35524"
"16.50000","26.36953","1.35580"
"16.52500","26.40956","1.35628"
"16.55000","26.44973","1.35669"
"16.57500","26.48977","1.35732"
"16.60000","26.52963","1.35785"
"16.62500","26.56947","1.35804"
"16.65000","26.60933","1.35853"
"16.67500","26.64939","1.35926"
"16.70000","26.68958","1.35977"
"16.72500","26.72960","1.36033"
"16.75000","26.76947","1.36110"
"16.77500","26.80927","1.36130"
"16.80000","26.84914","1.36215"
"16.82500","26.88922","1.36234"
"16.85000","26.92976","1.36273"
"16.87500","26.96978","1.36343"
"16.90000","27.00965","1.36403"
"16.92500","27.04968","1.36478"
"16.95000","27.08970","1.36527"
"16.97500","27.12970","1.36595"
"17.00000","27.16963","1.36585"
"17.02500","27.20941","1.36609"
"17.05000","27.24930","1.36600"
"17.07500","27.28927","1.36499"
"17.10000","27.32922","1.36493"
"17.12500","27.36919","1.36529"
"17.15000","27.40936","1.36537"
"17.17500","27.44948","1.36561"
"17.20000","27.48948","1.36586"
"17.22500","27.52944","1.36569"
"17.25000","27.56937","1.36292"
"17.27500","27.60932","1.36179"
"17.30000","27.64937","1.36142"
"17.32500","27.68952","1.36167"
"17.35000","27.72971","1.36242"
"17.37500","27.76985","1.36243"
"17.40000","27.80988","1.36292"
"17.42500","27.84968","1.36329"
"17.45000","27.88946","1.36394"
"17.47500","27.92928","1.36442"
"17.50000","27.96925","1.36482"
"17.52500","28.00950","1.36549"
"17.55000","28.04979","1.36559"
"17.57500","28.08982","1.36651"
"17.60000","28.13040","1.36686"
"17.62500","28.17094","1.36752"
"17.65000","28.21061","1.36825"
"17.67500","28.25024","1.36872"
"17.70000","28.29016","1.36930"
"17.72500","28.33018","1.36954"
"17.75000","28.37015","1.37037"
"17.77500","28.41003","1.37067"
"17.80000","28.44984","1.37136"
"17.82500","28.48969","1.37208"
"17.85000","28.52970","1.37222"
"17.87500","28.56977","1.37308"
"17.90000","28.61000","1.37362"
"17.92500","28.65001","1.37416"
"17.95000","28.68979","1.37469"
"17.97500","28.72974","1.37507"
"18.00000","28.76972","1.37567"
"18.02500","28.80971","1.37646"
"18.05000","28.84973","1.37681"
"18.07500","28.88973","1.37702"
"18.10000","28.92976","1.37711"
"18.12500","28.96991","1.37782"
"18.15000","29.01021","1.37789"
"18.17500","29.05025","1.37877"
"18.20000","29.09008","1.37940"
"18.22500","29.13013","1.37954"
"18.25000","29.17055","1.38050"
"18.27500","29.21038","1.38079"
"18.30000","29.24999","1.38158"
"18.32500","29.28977","1.38191"
"18.35000","29.32971","1.38269"
"18.37500","29.36966","1.38329"
"18.40000","29.40961","1.38367"
"18.42500","29.44963","1.38465"
"18.45000","29.48963","1.38485"
"18.47500","29.52967","1.38556"
"18.50000","29.56978","1.38624"
"18.52500","29.60967","1.38662"
"18.55000","29.64935","1.38733"
"18.57500","29.68911","1.38791"
"18.60000","29.72898","1.38846"
"18.62500","29.76888","1.38859"
"18.65000","29.80887","1.38935"
"18.67500","29.84899","1.38965"
"18.70000","29.88962","1.38969"
"18.72500","29.93000","1.39009"
"18.75000","29.96991","1.38955"
"18.77500","30.00964","1.38961"
"18.80000","30.04947","1.38914"
"18.82500","30.08941","1.38933"
"18.85000","30.12940","1.38946"
"18.87500","30.16929","1.38935"
"18.90000","30.20919","1.38944"
"18.92500","30.24906","1.38962"
"18.95000","30.28886","1.38993"
"18.97500","30.32881","1.38997"
"19.00000","30.36886","1.39022"
"19.02500","30.40888","1.39042"
"19.05000","30.44893","1.39079"
"19.07500","30.48884","1.39092"
"19.10000","30.52874","1.39116"
"19.12500","30.56866","1.39163"
"19.15000","30.60859","1.39152"
"19.17500","30.64861","1.39206"
"19.20000","30.68868","1.39238"
"19.22500","30.72878","1.39254"
"19.25000","30.76881","1.39295"
"19.27500","30.80881","1.39336"
"19.30000","30.84883","1.39339"
"19.32500","30.88924","1.39371"
"19.35000","30.92923","1.39419"
"19.37500","30.96930","1.39430"
