Maximum CNC 25 LB,"1.16902",N
Time at Maximum CNC 25 LB,"71.88900",s
Extension at Maximum CNC 25 LB,"10.52107",mm
Rate 1,"0.14640",mm/s
Start date,"9/16/2021"
Specimen label,""

Time,Extension,CNC 25 LB
(s),(mm),(N)
"10.32500","1.50778","-7.67966"
"10.35000","1.51149","-7.69331"
"10.37500","1.51513","-7.70944"
"10.40000","1.51883","-7.72486"
"10.42500","1.52251","-7.73641"
"10.45000","1.52614","-7.75335"
"10.47500","1.52977","-7.76743"
"10.50000","1.53345","-7.78330"
"10.52500","1.53716","-7.79651"
"10.55000","1.54081","-7.81114"
"10.57500","1.54447","-7.82560"
"10.60000","1.54809","-7.83856"
"10.62500","1.55175","-7.85658"
"10.65000","1.55541","-7.86899"
"10.67500","1.55912","-7.88378"
"10.70000","1.56282","-7.89767"
"10.72500","1.56641","-7.91137"
"10.75000","1.57001","-7.92849"
"10.77500","1.57369","-7.94122"
"10.80000","1.57738","-7.95661"
"10.82500","1.58106","-7.96875"
"10.85000","1.58471","-7.98493"
"10.87500","1.58840","-7.99925"
"10.90000","1.59202","-8.01259"
"10.92500","1.59566","-8.02894"
"10.95000","1.59941","-8.04083"
"10.97500","1.60314","-8.05581"
"11.00000","1.60672","-8.06989"
"11.02500","1.61027","-8.08473"
"11.05000","1.61398","-8.09826"
"11.07500","1.61769","-8.11234"
"11.10000","1.62139","-8.12725"
"11.12500","1.62504","-8.14069"
"11.15000","1.62864","-8.15539"
"11.17500","1.63226","-8.16944"
"11.20000","1.63593","-8.18195"
"11.22500","1.63967","-8.19741"
"11.25000","1.64338","-8.21084"
"11.27500","1.64698","-8.22224"
"11.30000","1.65056","-8.23788"
"11.32500","1.65428","-8.25071"
"11.35000","1.65797","-8.26659"
"11.37500","1.66166","-8.27850"
"11.40000","1.66529","-8.29300"
"11.42500","1.66892","-8.30510"
"11.45000","1.67252","-8.31747"
"11.47500","1.67623","-8.33422"
"11.50000","1.67998","-8.34539"
"11.52500","1.68363","-8.36202"
"11.55000","1.68722","-8.37345"
"11.57500","1.69077","-8.38737"
"11.60000","1.69444","-8.40281"
"11.62500","1.69807","-8.41414"
"11.65000","1.70177","-8.43033"
"11.67500","1.70546","-8.44037"
"11.70000","1.70905","-8.45690"
"11.72500","1.71267","-8.47131"
"11.75000","1.71633","-8.48382"
"11.77500","1.72005","-8.49946"
"11.80000","1.72370","-8.51041"
"11.82500","1.72733","-8.52556"
"11.85000","1.73097","-8.53881"
"11.87500","1.73463","-8.55215"
"11.90000","1.73832","-8.56725"
"11.92500","1.74205","-8.58046"
"11.95000","1.74576","-8.59606"
"11.97500","1.74938","-8.60661"
"12.00000","1.75293","-8.62171"
"12.02500","1.75662","-8.63590"
"12.05000","1.76036","-8.64744"
"12.07500","1.76407","-8.66341"
"12.10000","1.76773","-8.67558"
"12.12500","1.77135","-8.68925"
"12.15000","1.77503","-8.70278"
"12.17500","1.77866","-8.71557"
"12.20000","1.78240","-8.73031"
"12.22500","1.78609","-8.74193"
"12.25000","1.78968","-8.75796"
"12.27500","1.79330","-8.76770"
"12.30000","1.79704","-8.78361"
"12.32500","1.80097","-8.79787"
"12.35000","1.80477","-8.80689"
"12.37500","1.80831","-8.82306"
"12.40000","1.81177","-8.83207"
"12.42500","1.81527","-8.84826"
"12.45000","1.81891","-8.85796"
"12.47500","1.82260","-8.87453"
"12.50000","1.82632","-8.88849"
"12.52500","1.82990","-8.89851"
"12.55000","1.83348","-8.91749"
"12.57500","1.83716","-8.92571"
"12.60000","1.84080","-8.94164"
"12.62500","1.84452","-8.95366"
"12.65000","1.84817","-8.96727"
"12.67500","1.85181","-8.98083"
"12.70000","1.85540","-8.99274"
"12.72500","1.85907","-9.01082"
"12.75000","1.86283","-9.01880"
"12.77500","1.86653","-9.03594"
"12.80000","1.87019","-9.04842"
"12.82500","1.87378","-9.06159"
"12.85000","1.87745","-9.07556"
"12.87500","1.88109","-9.08779"
"12.90000","1.88482","-9.10141"
"12.92500","1.88853","-9.11498"
"12.95000","1.89215","-9.12788"
"12.97500","1.89575","-9.14183"
"13.00000","1.89942","-9.15359"
"13.02500","1.90316","-9.16772"
"13.05000","1.90691","-9.17811"
"13.07500","1.91049","-9.19166"
"13.10000","1.91409","-9.20709"
"13.12500","1.91777","-9.21518"
"13.15000","1.92142","-9.23139"
"13.17500","1.92516","-9.24283"
"13.20000","1.92887","-9.25707"
"13.22500","1.93251","-9.26914"
"13.25000","1.93607","-9.28275"
"13.27500","1.93974","-9.29580"
"13.30000","1.94346","-9.30688"
"13.32500","1.94713","-9.32118"
"13.35000","1.95078","-9.33266"
"13.37500","1.95438","-9.34585"
"13.40000","1.95807","-9.36132"
"13.42500","1.96174","-9.37169"
"13.45000","1.96544","-9.38505"
"13.47500","1.96909","-9.39719"
"13.50000","1.97268","-9.40941"
"13.52500","1.97631","-9.42272"
"13.55000","1.98000","-9.43536"
"13.57500","1.98369","-9.44848"
"13.60000","1.98739","-9.45897"
"13.62500","1.99104","-9.47410"
"13.65000","1.99467","-9.48568"
"13.67500","1.99828","-9.49716"
"13.70000","2.00193","-9.51069"
"13.72500","2.00570","-9.52163"
"13.75000","2.00940","-9.53508"
"13.77500","2.01301","-9.54832"
"13.80000","2.01660","-9.55916"
"13.82500","2.02029","-9.57157"
"13.85000","2.02398","-9.58405"
"13.87500","2.02768","-9.59762"
"13.90000","2.03135","-9.60865"
"13.92500","2.03492","-9.62149"
"13.95000","2.03854","-9.63334"
"13.97500","2.04220","-9.64450"
"14.00000","2.04595","-9.66095"
"14.02500","2.04967","-9.67018"
